,Country,Year,Month,Activity_new,Injuries_new,Type_new,occurence_per_month
3171,USA,1985,Feb,Other,Other Inury,Unprovoked,1.0
3172,USA,1985,Jul,Fishing,No injury,Unprovoked,1.0
3173,USA,1985,Jul,Other,Other Inury,Unprovoked,1.0
3174,USA,1985,Jul,Swimming,Other Inury,Unprovoked,2.0
3175,USA,1985,Mar,Other,Other Inury,Unprovoked,1.0
3176,USA,1985,May,Other,Other Inury,Unprovoked,1.0
3177,USA,1985,Nov,Fishing,Other Inury,Provoked,1.0
3178,USA,1985,Nov,Other,Laceration,Unprovoked,1.0
3179,USA,1985,Oct,Fishing,Laceration,Provoked,1.0
3180,USA,1985,Oct,Other,No injury,Unprovoked,1.0
3181,USA,1985,Oct,Other,Other Inury,Unprovoked,1.0
3182,USA,1985,Oct,Swimming,Other Inury,Unprovoked,1.0
3183,USA,1985,Sep,Diving,Laceration,Unprovoked,1.0
3184,USA,1985,Sep,Fishing,No injury,Unprovoked,1.0
3185,USA,1986,Apr,Fishing,Other Inury,Unprovoked,1.0
3186,USA,1986,Aug,Other,Other Inury,Unprovoked,1.0
3187,USA,1986,Dec,Fishing,Laceration,Unprovoked,1.0
3188,USA,1986,Dec,Other,Other Inury,Unprovoked,1.0
3189,USA,1986,Jan,Other,Laceration,Unprovoked,1.0
3190,USA,1986,Nov,Other,Laceration,Unprovoked,1.0
3191,USA,1986,Nov,Other,Other Inury,Unprovoked,2.0
3192,USA,1986,Oct,Other,Laceration,Unprovoked,1.0
3193,USA,1986,Oct,Swimming,Other Inury,Unprovoked,1.0
3194,USA,1986,Sep,Other,Other Inury,Unprovoked,2.0
3195,USA,1987,Apr,Swimming,Fatal,Unprovoked,1.0
3196,USA,1987,Apr,Swimming,Other Inury,Unprovoked,1.0
3197,USA,1987,Aug,Other,Other Inury,Unprovoked,1.0
3198,USA,1987,Aug,Swimming,Other Inury,Unprovoked,1.0
3199,USA,1987,Dec,Other,Other Inury,Unprovoked,1.0
3200,USA,1987,Feb,Other,Laceration,Unprovoked,1.0
3201,USA,1987,Jul,Other,No injury,Unprovoked,1.0
3202,USA,1987,Jul,Other,Other Inury,Unprovoked,2.0
3203,USA,1987,Jul,Swimming,Laceration,Unprovoked,1.0
3204,USA,1987,Jun,Fishing,Other Inury,Provoked,1.0
3205,USA,1987,May,Other,Other Inury,Unprovoked,1.0
3206,USA,1987,Nov,Other,Other Inury,Unprovoked,1.0
3207,USA,1987,Oct,Other,Other Inury,Unprovoked,1.0
3208,USA,1988,Apr,Other,Laceration,Unprovoked,1.0
3209,USA,1988,Apr,Other,No injury,Unprovoked,1.0
3210,USA,1988,Apr,Other,Other Inury,Unprovoked,1.0
3211,USA,1988,Apr,Swimming,Laceration,Unprovoked,1.0
3212,USA,1988,Aug,Other,Other Inury,Provoked,1.0
3213,USA,1988,Aug,Other,Other Inury,Unprovoked,1.0
3214,USA,1988,Jan,Fishing,Other Inury,Provoked,1.0
3215,USA,1988,Jul,Other,Other Inury,Unprovoked,1.0
3216,USA,1988,Jul,Swimming,Other Inury,Unprovoked,1.0
3217,USA,1988,Jun,Diving,Other Inury,Unprovoked,1.0
3218,USA,1988,Jun,Other,Laceration,Unprovoked,1.0
3219,USA,1988,Jun,Other,Other Inury,Unprovoked,1.0
3220,USA,1988,Jun,Swimming,Laceration,Unprovoked,1.0
3221,USA,1988,Mar,Other,Other Inury,Unprovoked,2.0
3222,USA,1988,May,Other,Other Inury,Unprovoked,2.0
3223,USA,1988,Oct,Other,Laceration,Unprovoked,1.0
3224,USA,1988,Oct,Other,Other Inury,Unprovoked,3.0
3225,USA,1988,Oct,Swimming,Other Inury,Unprovoked,1.0
3226,USA,1988,Sep,Diving,Fatal,Unprovoked,1.0
3227,USA,1988,Sep,Other,Laceration,Unprovoked,1.0
3228,USA,1988,Sep,Other,Other Inury,Unprovoked,1.0
3229,USA,1989,Apr,Other,No injury,Unprovoked,1.0
3230,USA,1989,Apr,Other,Other Inury,Unprovoked,2.0
3231,USA,1989,Apr,Swimming,Other Inury,Unprovoked,1.0
3232,USA,1989,Aug,Swimming,Laceration,Unprovoked,1.0
3233,USA,1989,Dec,Fishing,Other Inury,Provoked,1.0
3234,USA,1989,Jan,Other,Fatal,Unprovoked,1.0
3235,USA,1989,Jan,Other,Other Inury,Unprovoked,1.0
3236,USA,1989,Jan,Swimming,Other Inury,Unprovoked,1.0
3237,USA,1989,Jul,Other,Other Inury,Unprovoked,1.0
3238,USA,1989,Jul,Swimming,Other Inury,Unprovoked,1.0
3239,USA,1989,Jun,Fishing,Laceration,Unprovoked,1.0
3240,USA,1989,Jun,Other,Other Inury,Unprovoked,1.0
3241,USA,1989,Oct,Other,Other Inury,Unprovoked,1.0
3242,USA,1989,Sep,Fishing,Other Inury,Provoked,1.0
3243,USA,1989,Sep,Other,Fatal,Unprovoked,1.0
3244,USA,1989,Sep,Other,No injury,Unprovoked,1.0
3245,USA,1989,Sep,Other,Other Inury,Provoked,1.0
3246,USA,1989,Sep,Other,Other Inury,Unprovoked,1.0
3247,USA,1990,Apr,Other,Other Inury,Unprovoked,1.0
3248,USA,1990,Aug,Other,Laceration,Unprovoked,1.0
3249,USA,1990,Aug,Other,Other Inury,Unprovoked,1.0
3250,USA,1990,Aug,Swimming,No injury,Unprovoked,1.0
3251,USA,1990,Feb,Fishing,Fatal,Unprovoked,1.0
3252,USA,1990,Feb,Other,Other Inury,Unprovoked,1.0
3253,USA,1990,Jan,Other,No injury,Unprovoked,1.0
3254,USA,1990,Jul,Other,No injury,Unprovoked,1.0
3255,USA,1990,Jul,Swimming,Laceration,Unprovoked,1.0
3256,USA,1990,Nov,Diving,Other Inury,Unprovoked,1.0
3257,USA,1990,Nov,Other,Other Inury,Unprovoked,1.0
3258,USA,1990,Oct,Other,Laceration,Unprovoked,2.0
3259,USA,1990,Oct,Other,No injury,Unprovoked,1.0
3260,USA,1990,Oct,Other,Other Inury,Unprovoked,2.0
3261,USA,1990,Sep,Other,No injury,Unprovoked,1.0
3262,USA,1990,Sep,Swimming,No injury,Unprovoked,1.0
3263,USA,1991,Apr,Other,Laceration,Unprovoked,1.0
3264,USA,1991,Apr,Other,No injury,Provoked,1.0
3265,USA,1991,Apr,Other,Other Inury,Unprovoked,1.0
3266,USA,1991,Aug,Fishing,Laceration,Provoked,1.0
3267,USA,1991,Aug,Swimming,Laceration,Unprovoked,2.0
3268,USA,1991,Dec,Other,No injury,Unprovoked,1.0
3269,USA,1991,Feb,Other,Other Inury,Unprovoked,1.0
3270,USA,1991,Jul,Diving,Other Inury,Unprovoked,1.0
3271,USA,1991,Jul,Other,Other Inury,Unprovoked,1.0
3272,USA,1991,Jul,Swimming,Other Inury,Unprovoked,2.0
3273,USA,1991,Jun,Other,Other Inury,Unprovoked,1.0
3274,USA,1991,Jun,Swimming,Other Inury,Unprovoked,1.0
3275,USA,1991,May,Other,Other Inury,Unprovoked,1.0
3276,USA,1991,Nov,Diving,Fatal,Unprovoked,1.0
3277,USA,1991,Nov,Diving,Other Inury,Unprovoked,1.0
3278,USA,1991,Nov,Fishing,Laceration,Unprovoked,1.0
3279,USA,1991,Nov,Fishing,Other Inury,Provoked,1.0
3280,USA,1991,Oct,Other,Other Inury,Unprovoked,2.0
3281,USA,1992,Aug,Diving,Other Inury,Provoked,1.0
3282,USA,1992,Aug,Other,No injury,Unprovoked,1.0
3283,USA,1992,Dec,Fishing,Other Inury,Unprovoked,1.0
3284,USA,1992,Dec,Other,Laceration,Unprovoked,1.0
3285,USA,1992,Feb,Other,Fatal,Unprovoked,1.0
3286,USA,1992,Jul,Other,Laceration,Unprovoked,1.0
3287,USA,1992,Mar,Other,Laceration,Unprovoked,1.0
3288,USA,1992,Mar,Other,Other Inury,Unprovoked,1.0
3289,USA,1992,Nov,Diving,Other Inury,Unprovoked,1.0
3290,USA,1992,Nov,Fishing,Laceration,Unprovoked,1.0
3291,USA,1992,Nov,Other,Fatal,Unprovoked,1.0
3292,USA,1992,Nov,Other,No injury,Unprovoked,1.0
3293,USA,1992,Nov,Other,Other Inury,Unprovoked,3.0
3294,USA,1992,Oct,Other,Other Inury,Unprovoked,2.0
3295,USA,1992,Sep,Fishing,Laceration,Unprovoked,1.0
3296,USA,1992,Sep,Other,No injury,Unprovoked,1.0
3297,USA,1992,Sep,Other,Other Inury,Unprovoked,1.0
3298,USA,1993,Aug,Diving,Laceration,Unprovoked,1.0
3299,USA,1993,Aug,Other,No injury,Unprovoked,1.0
3300,USA,1993,Aug,Other,Other Inury,Unprovoked,2.0
3301,USA,1993,Aug,Swimming,Laceration,Unprovoked,1.0
3302,USA,1993,Dec,Other,Fatal,Unprovoked,1.0
3303,USA,1993,Jan,Other,No injury,Unprovoked,1.0
3304,USA,1993,Jul,Swimming,Other Inury,Unprovoked,1.0
3305,USA,1993,Jun,Other,Other Inury,Unprovoked,1.0
3306,USA,1993,Jun,Swimming,No injury,Unprovoked,1.0
3307,USA,1993,Mar,Fishing,No injury,Unprovoked,1.0
3308,USA,1993,Mar,Other,Other Inury,Unprovoked,1.0
3309,USA,1993,Mar,Swimming,Other Inury,Unprovoked,1.0
3310,USA,1993,Nov,Other,Other Inury,Unprovoked,1.0
3311,USA,1993,Nov,Swimming,Laceration,Unprovoked,1.0
3312,USA,1993,Oct,Other,Laceration,Unprovoked,1.0
3313,USA,1993,Oct,Other,No injury,Unprovoked,1.0
3314,USA,1993,Oct,Other,Other Inury,Unprovoked,1.0
3315,USA,1993,Oct,Swimming,Other Inury,Unprovoked,1.0
3316,USA,1993,Sep,Swimming,Other Inury,Unprovoked,1.0
3317,USA,1994,Apr,Diving,Other Inury,Unprovoked,1.0
3318,USA,1994,Dec,Diving,Laceration,Unprovoked,1.0
3319,USA,1994,Dec,Other,No injury,Unprovoked,1.0
3320,USA,1994,Feb,Fishing,Other Inury,Provoked,1.0
3321,USA,1994,Feb,Other,Other Inury,Unprovoked,1.0
3322,USA,1994,Jan,Other,Fatal,Unprovoked,1.0
3323,USA,1994,Jul,Other,Other Inury,Unprovoked,1.0
3324,USA,1994,Mar,Other,Other Inury,Provoked,1.0
3325,USA,1994,May,Fishing,Other Inury,Unprovoked,1.0
3326,USA,1994,May,Other,Other Inury,Unprovoked,3.0
3327,USA,1994,May,Swimming,Other Inury,Unprovoked,2.0
3328,USA,1994,Nov,Other,No injury,Unprovoked,1.0
3329,USA,1994,Nov,Other,Other Inury,Unprovoked,1.0
3330,USA,1994,Oct,Other,Other Inury,Unprovoked,1.0
3331,USA,1994,Oct,Swimming,Other Inury,Provoked,1.0
3332,USA,1994,Sep,Other,Fatal,Unprovoked,1.0
3333,USA,1994,Sep,Other,No injury,Unprovoked,1.0
3334,USA,1994,Sep,Other,Other Inury,Unprovoked,1.0
3335,USA,1994,Sep,Swimming,Other Inury,Unprovoked,1.0
3336,USA,1995,Aug,Other,Laceration,Unprovoked,3.0
3337,USA,1995,Aug,Other,No injury,Unprovoked,1.0
3338,USA,1995,Aug,Other,Other Inury,Unprovoked,4.0
3339,USA,1995,Aug,Swimming,Laceration,Unprovoked,1.0
3340,USA,1995,Aug,Swimming,Other Inury,Unprovoked,3.0
3341,USA,1995,Jul,Fishing,Laceration,Provoked,1.0
3342,USA,1995,Jul,Other,Laceration,Unprovoked,3.0
3343,USA,1995,Jul,Other,Other Inury,Provoked,1.0
3344,USA,1995,Jul,Other,Other Inury,Unprovoked,3.0
3345,USA,1995,Jul,Swimming,Other Inury,Unprovoked,1.0
3346,USA,1995,Jun,Diving,Other Inury,Unprovoked,1.0
3347,USA,1995,Jun,Other,No injury,Unprovoked,1.0
3348,USA,1995,Jun,Other,Other Inury,Unprovoked,1.0
3349,USA,1995,Jun,Swimming,Laceration,Unprovoked,1.0
3350,USA,1995,Jun,Swimming,Other Inury,Unprovoked,3.0
3351,USA,1995,May,Other,Other Inury,Unprovoked,1.0
3352,USA,1995,Oct,Other,Laceration,Unprovoked,1.0
3353,USA,1995,Oct,Other,Other Inury,Unprovoked,2.0
3354,USA,1995,Sep,Diving,Fatal,Unprovoked,1.0
3355,USA,1995,Sep,Other,Other Inury,Unprovoked,5.0
3356,USA,1995,Sep,Swimming,Other Inury,Unprovoked,1.0
3357,USA,1996,Aug,Diving,Other Inury,Unprovoked,1.0
3358,USA,1996,Aug,Other,Other Inury,Unprovoked,1.0
3359,USA,1996,Aug,Swimming,No injury,Unprovoked,1.0
3360,USA,1996,Feb,Swimming,Other Inury,Provoked,1.0
3361,USA,1996,Jan,Swimming,Laceration,Unprovoked,1.0
3362,USA,1996,Jan,Swimming,Other Inury,Provoked,1.0
3363,USA,1996,Jul,Other,Laceration,Unprovoked,1.0
3364,USA,1996,Jul,Other,Other Inury,Unprovoked,1.0
3365,USA,1996,Jul,Swimming,Laceration,Unprovoked,2.0
3366,USA,1996,Jun,Other,Laceration,Unprovoked,1.0
3367,USA,1996,May,Other,Other Inury,Unprovoked,2.0
3368,USA,1996,Nov,Other,Laceration,Unprovoked,1.0
3369,USA,1996,Nov,Other,Other Inury,Unprovoked,1.0
3370,USA,1996,Oct,Other,Laceration,Unprovoked,1.0
3371,USA,1996,Oct,Other,No injury,Unprovoked,1.0
3372,USA,1996,Oct,Other,Other Inury,Unprovoked,1.0
3373,USA,1996,Sep,Other,Laceration,Unprovoked,1.0
3374,USA,1996,Sep,Other,Other Inury,Unprovoked,1.0
3375,USA,1996,Sep,Swimming,Laceration,Unprovoked,2.0
3376,USA,1997,Aug,Other,Laceration,Unprovoked,4.0
3377,USA,1997,Aug,Other,Other Inury,Unprovoked,2.0
3378,USA,1997,Aug,Swimming,Laceration,Unprovoked,1.0
3379,USA,1997,Aug,Swimming,Other Inury,Unprovoked,3.0
3380,USA,1997,Dec,Swimming,Other Inury,Unprovoked,1.0
3381,USA,1997,Jul,Other,Other Inury,Unprovoked,1.0
3382,USA,1997,Jun,Fishing,Other Inury,Unprovoked,1.0
3383,USA,1997,Jun,Other,Laceration,Unprovoked,2.0
3384,USA,1997,May,Fishing,Other Inury,Unprovoked,1.0
3385,USA,1997,May,Other,Other Inury,Unprovoked,2.0
3386,USA,1997,Nov,Swimming,Other Inury,Unprovoked,1.0
3387,USA,1997,Oct,Other,Laceration,Unprovoked,1.0
3388,USA,1997,Oct,Other,Other Inury,Unprovoked,2.0
3389,USA,1997,Oct,Swimming,Laceration,Unprovoked,1.0
3390,USA,1997,Sep,Other,Laceration,Unprovoked,3.0
3391,USA,1998,Apr,Diving,Other Inury,Provoked,1.0
3392,USA,1998,Apr,Other,Other Inury,Unprovoked,1.0
3393,USA,1998,Aug,Fishing,Laceration,Unprovoked,1.0
3394,USA,1998,Aug,Other,Other Inury,Unprovoked,3.0
3395,USA,1998,Dec,Other,Other Inury,Provoked,1.0
3396,USA,1998,Feb,Swimming,Other Inury,Unprovoked,1.0
3397,USA,1998,Jul,Other,Other Inury,Unprovoked,1.0
3398,USA,1998,Jun,Other,Laceration,Unprovoked,1.0
3399,USA,1998,Mar,Swimming,Laceration,Unprovoked,1.0
3400,USA,1998,Mar,Swimming,Other Inury,Unprovoked,1.0
3401,USA,1998,May,Other,Laceration,Unprovoked,1.0
3402,USA,1998,May,Swimming,Other Inury,Unprovoked,2.0
3403,USA,1998,Nov,Other,No injury,Unprovoked,1.0
3404,USA,1998,Nov,Other,Other Inury,Unprovoked,2.0
3405,USA,1998,Nov,Swimming,Fatal,Unprovoked,1.0
3406,USA,1998,Oct,Other,Other Inury,Unprovoked,1.0
3407,USA,1998,Oct,Swimming,Laceration,Unprovoked,1.0
3408,USA,1998,Sep,Other,Laceration,Unprovoked,1.0
3409,USA,1998,Sep,Other,Other Inury,Unprovoked,2.0
3410,USA,1999,Apr,Other,Other Inury,Unprovoked,1.0
3411,USA,1999,Aug,Other,Laceration,Unprovoked,3.0
3412,USA,1999,Aug,Other,Other Inury,Unprovoked,2.0
3413,USA,1999,Dec,Other,Other Inury,Unprovoked,1.0
3414,USA,1999,Feb,Other,No injury,Unprovoked,1.0
3415,USA,1999,Feb,Other,Other Inury,Unprovoked,1.0
3416,USA,1999,Jul,Other,Other Inury,Unprovoked,1.0
3417,USA,1999,Jul,Swimming,Laceration,Unprovoked,1.0
3418,USA,1999,Jul,Swimming,Other Inury,Unprovoked,1.0
3419,USA,1999,Jun,Other,Other Inury,Unprovoked,2.0
3420,USA,1999,Jun,Swimming,Laceration,Unprovoked,1.0
3421,USA,1999,Jun,Swimming,Other Inury,Unprovoked,1.0
3422,USA,1999,Mar,Other,Other Inury,Unprovoked,1.0
3423,USA,1999,Mar,Swimming,Fatal,Unprovoked,1.0
3424,USA,1999,Mar,Swimming,Other Inury,Unprovoked,1.0
3425,USA,1999,Nov,Other,Laceration,Unprovoked,1.0
3426,USA,1999,Nov,Other,No injury,Unprovoked,1.0
3427,USA,1999,Nov,Swimming,Other Inury,Unprovoked,1.0
3428,USA,1999,Oct,Other,Laceration,Unprovoked,1.0
3429,USA,1999,Oct,Other,Other Inury,Unprovoked,3.0
3430,USA,1999,Sep,Other,No injury,Unprovoked,1.0
3431,USA,1999,Sep,Other,Other Inury,Unprovoked,1.0
3432,USA,1999,Sep,Swimming,Laceration,Unprovoked,1.0
3433,USA,1999,Sep,Swimming,Other Inury,Provoked,1.0
3434,USA,1999,Sep,Swimming,Other Inury,Unprovoked,3.0
3435,USA,2000,Apr,Other,Other Inury,Unprovoked,1.0
3436,USA,2000,Apr,Swimming,Other Inury,Unprovoked,1.0
3437,USA,2000,Aug,Other,Fatal,Unprovoked,1.0
3438,USA,2000,Aug,Other,Other Inury,Provoked,1.0
3439,USA,2000,Aug,Other,Other Inury,Unprovoked,2.0
3440,USA,2000,Aug,Swimming,Laceration,Unprovoked,2.0
3441,USA,2000,Aug,Swimming,Other Inury,Unprovoked,1.0
3442,USA,2000,Jul,Diving,Other Inury,Unprovoked,1.0
3443,USA,2000,Jul,Fishing,Other Inury,Unprovoked,1.0
3444,USA,2000,Jul,Other,Laceration,Unprovoked,1.0
3445,USA,2000,Jul,Other,Other Inury,Unprovoked,3.0
3446,USA,2000,Jul,Swimming,Laceration,Unprovoked,1.0
3447,USA,2000,Jul,Swimming,Other Inury,Unprovoked,4.0
3448,USA,2000,Jun,Diving,Other Inury,Unprovoked,1.0
3449,USA,2000,Jun,Other,No injury,Unprovoked,1.0
3450,USA,2000,Jun,Other,Other Inury,Unprovoked,2.0
3451,USA,2000,Jun,Swimming,Laceration,Unprovoked,1.0
3452,USA,2000,Jun,Swimming,Other Inury,Unprovoked,1.0
3453,USA,2000,Mar,Fishing,No injury,Unprovoked,2.0
3454,USA,2000,Mar,Other,Other Inury,Unprovoked,2.0
3455,USA,2000,Nov,Other,Other Inury,Unprovoked,1.0
3456,USA,2000,Nov,Swimming,Other Inury,Unprovoked,1.0
3457,USA,2000,Oct,Other,Other Inury,Unprovoked,5.0
3458,USA,2000,Oct,Swimming,Other Inury,Unprovoked,2.0
3459,USA,2000,Sep,Other,Laceration,Unprovoked,1.0
3460,USA,2000,Sep,Other,No injury,Unprovoked,1.0
3461,USA,2000,Sep,Other,Other Inury,Unprovoked,1.0
3462,USA,2000,Sep,Swimming,No injury,Unprovoked,1.0
3463,USA,2000,Sep,Swimming,Other Inury,Unprovoked,2.0
3464,USA,2001,Apr,Other,Laceration,Unprovoked,6.0
3465,USA,2001,Apr,Other,Other Inury,Unprovoked,6.0
3466,USA,2001,Aug,Other,Laceration,Unprovoked,4.0
3467,USA,2001,Aug,Other,Other Inury,Unprovoked,7.0
3468,USA,2001,Aug,Swimming,Other Inury,Unprovoked,1.0
3469,USA,2001,Jan,Other,Other Inury,Unprovoked,1.0
3470,USA,2001,Jul,Fishing,No injury,Unprovoked,1.0
3471,USA,2001,Jul,Other,Other Inury,Unprovoked,2.0
3472,USA,2001,Jul,Swimming,Laceration,Unprovoked,1.0
3473,USA,2001,Jul,Swimming,Other Inury,Unprovoked,1.0
3474,USA,2001,Jun,Fishing,No injury,Provoked,1.0
3475,USA,2001,Jun,Swimming,Laceration,Unprovoked,1.0
3476,USA,2001,Jun,Swimming,Other Inury,Unprovoked,1.0
3477,USA,2001,Mar,Other,Laceration,Unprovoked,1.0
3478,USA,2001,Mar,Other,Other Inury,Unprovoked,1.0
3479,USA,2001,May,Other,Other Inury,Unprovoked,1.0
3480,USA,2001,May,Swimming,Laceration,Unprovoked,1.0
3481,USA,2001,May,Swimming,Other Inury,Unprovoked,1.0
3482,USA,2001,Nov,Other,No injury,Unprovoked,1.0
3483,USA,2001,Sep,Fishing,Other Inury,Provoked,1.0
3484,USA,2001,Sep,Other,Fatal,Unprovoked,1.0
3485,USA,2001,Sep,Other,Laceration,Provoked,1.0
3486,USA,2001,Sep,Other,Laceration,Unprovoked,2.0
3487,USA,2001,Sep,Other,No injury,Unprovoked,1.0
3488,USA,2001,Sep,Other,Other Inury,Unprovoked,1.0
3489,USA,2001,Sep,Swimming,Fatal,Unprovoked,2.0
3490,USA,2001,Sep,Swimming,Other Inury,Unprovoked,3.0
3491,USA,2002,Apr,Other,Other Inury,Unprovoked,2.0
3492,USA,2002,Apr,Swimming,Laceration,Unprovoked,1.0
3493,USA,2002,Apr,Swimming,Other Inury,Unprovoked,1.0
3494,USA,2002,Aug,Other,Laceration,Unprovoked,1.0
3495,USA,2002,Aug,Other,Other Inury,Unprovoked,4.0
3496,USA,2002,Aug,Swimming,Other Inury,Unprovoked,1.0
3497,USA,2002,Jan,Diving,Laceration,Unprovoked,1.0
3498,USA,2002,Jul,Fishing,Other Inury,Provoked,1.0
3499,USA,2002,Jul,Other,Laceration,Provoked,1.0
3500,USA,2002,Jul,Other,Other Inury,Unprovoked,2.0
3501,USA,2002,Jul,Swimming,Other Inury,Unprovoked,1.0
3502,USA,2002,Jun,Other,No injury,Unprovoked,1.0
3503,USA,2002,Jun,Other,Other Inury,Unprovoked,2.0
3504,USA,2002,Jun,Swimming,Laceration,Unprovoked,1.0
3505,USA,2002,Jun,Swimming,Other Inury,Unprovoked,1.0
3506,USA,2002,Mar,Diving,Other Inury,Unprovoked,1.0
3507,USA,2002,Mar,Other,Laceration,Unprovoked,1.0
3508,USA,2002,Mar,Other,Other Inury,Unprovoked,1.0
3509,USA,2002,Mar,Swimming,Other Inury,Unprovoked,2.0
3510,USA,2002,May,Fishing,Laceration,Unprovoked,1.0
3511,USA,2002,May,Fishing,Other Inury,Provoked,1.0
3512,USA,2002,May,Other,Other Inury,Unprovoked,1.0
3513,USA,2002,May,Swimming,Laceration,Unprovoked,1.0
3514,USA,2002,May,Swimming,Other Inury,Unprovoked,1.0
3515,USA,2002,Nov,Other,Laceration,Unprovoked,2.0
3516,USA,2002,Nov,Other,Other Inury,Unprovoked,1.0
3517,USA,2002,Nov,Swimming,Other Inury,Unprovoked,1.0
3518,USA,2002,Oct,Other,Laceration,Unprovoked,1.0
3519,USA,2002,Oct,Other,Other Inury,Unprovoked,3.0
3520,USA,2002,Oct,Swimming,Other Inury,Unprovoked,1.0
3521,USA,2002,Sep,Fishing,No injury,Unprovoked,1.0
3522,USA,2002,Sep,Fishing,Other Inury,Provoked,1.0
3523,USA,2002,Sep,Other,No injury,Unprovoked,2.0
3524,USA,2002,Sep,Other,Other Inury,Unprovoked,4.0
3525,USA,2002,Sep,Swimming,Laceration,Provoked,1.0
3526,USA,2003,Apr,Other,Laceration,Unprovoked,2.0
3527,USA,2003,Apr,Other,Other Inury,Unprovoked,7.0
3528,USA,2003,Apr,Swimming,Other Inury,Unprovoked,1.0
3529,USA,2003,Aug,Fishing,Other Inury,Provoked,1.0
3530,USA,2003,Aug,Swimming,Fatal,Unprovoked,1.0
3531,USA,2003,Dec,Swimming,Other Inury,Unprovoked,1.0
3532,USA,2003,Feb,Swimming,Other Inury,Unprovoked,1.0
3533,USA,2003,Jul,Fishing,Laceration,Unprovoked,1.0
3534,USA,2003,Jul,Other,Laceration,Provoked,1.0
3535,USA,2003,Jul,Other,Laceration,Unprovoked,1.0
3536,USA,2003,Jul,Other,Other Inury,Unprovoked,1.0
3537,USA,2003,Jul,Swimming,Other Inury,Unprovoked,1.0
3538,USA,2003,Jun,Other,Laceration,Unprovoked,2.0
3539,USA,2003,Jun,Other,Other Inury,Unprovoked,3.0
3540,USA,2003,Jun,Swimming,Other Inury,Unprovoked,2.0
3541,USA,2003,Mar,Other,Other Inury,Provoked,1.0
3542,USA,2003,May,Other,Laceration,Provoked,1.0
3543,USA,2003,May,Other,Laceration,Unprovoked,1.0
3544,USA,2003,May,Other,Other Inury,Unprovoked,1.0
3545,USA,2003,May,Swimming,Other Inury,Unprovoked,2.0
3546,USA,2003,Nov,Other,Laceration,Unprovoked,1.0
3547,USA,2003,Nov,Other,Other Inury,Unprovoked,1.0
3548,USA,2003,Oct,Other,Laceration,Unprovoked,3.0
3549,USA,2003,Oct,Other,Other Inury,Provoked,1.0
3550,USA,2003,Oct,Other,Other Inury,Unprovoked,4.0
3551,USA,2003,Oct,Swimming,Laceration,Unprovoked,1.0
3552,USA,2003,Oct,Swimming,Other Inury,Unprovoked,1.0
3553,USA,2003,Sep,Other,Laceration,Unprovoked,2.0
3554,USA,2003,Sep,Other,Other Inury,Unprovoked,5.0
3555,USA,2003,Sep,Swimming,Laceration,Unprovoked,1.0
3556,USA,2004,Apr,Other,Laceration,Unprovoked,1.0
3557,USA,2004,Aug,Other,Fatal,Unprovoked,1.0
3558,USA,2004,Aug,Other,Other Inury,Unprovoked,2.0
3559,USA,2004,Aug,Swimming,Other Inury,Unprovoked,1.0
3560,USA,2004,Jul,Other,Other Inury,Unprovoked,2.0
3561,USA,2004,Jul,Swimming,Laceration,Unprovoked,1.0
3562,USA,2004,Jul,Swimming,Other Inury,Unprovoked,3.0
3563,USA,2004,Jun,Other,No injury,Unprovoked,1.0
3564,USA,2004,Jun,Other,Other Inury,Unprovoked,1.0
3565,USA,2004,Jun,Swimming,Other Inury,Unprovoked,1.0
3566,USA,2004,Mar,Diving,Laceration,Unprovoked,1.0
3567,USA,2004,Mar,Other,Laceration,Unprovoked,1.0
3568,USA,2004,Mar,Other,No injury,Unprovoked,1.0
3569,USA,2004,Mar,Other,Other Inury,Unprovoked,1.0
3570,USA,2004,Mar,Swimming,Laceration,Unprovoked,1.0
3571,USA,2004,May,Other,No injury,Unprovoked,2.0
3572,USA,2004,May,Swimming,Laceration,Unprovoked,1.0
3573,USA,2004,May,Swimming,Other Inury,Unprovoked,1.0
3574,USA,2004,Nov,Other,Laceration,Unprovoked,1.0
3575,USA,2004,Oct,Fishing,Other Inury,Unprovoked,1.0
3576,USA,2004,Oct,Other,No injury,Unprovoked,2.0
3577,USA,2004,Oct,Other,Other Inury,Unprovoked,1.0
3578,USA,2004,Sep,Other,Other Inury,Unprovoked,2.0
3579,USA,2005,Apr,Other,Other Inury,Unprovoked,1.0
3580,USA,2005,Apr,Swimming,Other Inury,Unprovoked,1.0
3581,USA,2005,Aug,Other,Laceration,Unprovoked,1.0
3582,USA,2005,Aug,Other,Other Inury,Unprovoked,2.0
3583,USA,2005,Aug,Swimming,Laceration,Unprovoked,1.0
3584,USA,2005,Aug,Swimming,Other Inury,Unprovoked,1.0
3585,USA,2005,Dec,Other,Laceration,Unprovoked,1.0
3586,USA,2005,Dec,Swimming,Other Inury,Unprovoked,1.0
3587,USA,2005,Feb,Fishing,Other Inury,Provoked,1.0
3588,USA,2005,Feb,Fishing,Other Inury,Unprovoked,1.0
3589,USA,2005,Feb,Other,No injury,Unprovoked,1.0
3590,USA,2005,Jul,Other,No injury,Unprovoked,1.0
3591,USA,2005,Jul,Other,Other Inury,Unprovoked,2.0
3592,USA,2005,Jul,Swimming,Laceration,Unprovoked,2.0
3593,USA,2005,Jun,Fishing,Other Inury,Unprovoked,1.0
